"uuid","store_name","store_street","store_street2","store_city","store_state","store_zip","store_phone","Ycoord","Xcoord"
"231","The Market at Park City","1500 Snow Creek Dr","","Park City","UT","84060","435-645-7139","40.662101","-111.509425"
"232","The Meat House: Chelmsford","120 CHELMSFORD STREET","","CHELMSFORD","MA","1824","(978) 256-3600","42.6035061","-71.3461404"
"233","The Meat House: Franklin","365 West Central Street","","Franklin","MA","2038","(508) 528-8600","42.0875963","-71.4121673"
"234","The Meat House:Arlington","1398 Massachusetts Avenue","","ARLINGTON","MA","2476","(781) 643-6328","42.4244753","-71.1849667"
"235","The Meat House:Avon","395 W Main St","","Avon","CT","6001","(860) 676-4444","41.8163041","-72.8656798"
"236",""The Meat House:Beverly	42.5584283	-70.880049"","15 Enon Street","","Beverly ","MA","1915","(978) 564-3200","42.5842061","-70.8845417"
"237","The Meat House:Walpole","655 Main Street","","Walpole","MA","2081","(508) 668-2250","42.1546195","-71.2459409"
"238","THE RESORT AT PAWS UP","40060 Paws Up Road","","Greenough","Montana","59823","406-244-5320","46.913719","-113.438499"
"239","The Well School","360 Middle Hancock RD","","Peterborough","NH","3458","603-924-6908","42.9204045","-71.9643154"
"240","The Wine Shoppe","3809 Highway 17 South","","North Myrtle Beach","SC","29582","8432726941","33.8160058","-78.680016"
"241","Thistleberry Gift Shop","716 Hwy","10 S","Motley","MN","56466","(218) 352-6606","46.3375198","-94.645002"
"242","TIP TOP COUNTRY STORE","8 CENTRAL STREET","","BROOKFIELD","MA","1506","(508) 867-8494","42.2151243","-72.1009386"
"243","TPSS Co-op","201 Ethan Allen Ave","","Takoma Park","MD","20912","","38.9778846","-77.0058769"
"244","TRANTEN's Kingfield","363 MAIN STREET","","KINGFIELD","ME","4947","(207) 265-2202","44.967891","-70.1643288"
"245","TRANTEN'S: Farmington","180 MAIN STREET","","FARMINGTON","ME","4938","(207) 778-2202","44.6703514","-70.1508823"
"246","Ukiah Natural Natural Foods Coop","721 South State Street","","Ukiah","CA","95482","(707) 462-4778","39.143184","-123.205092"
"247","UNCLE DEAN'S GOOD GROCERIES","80 GROVE ST","","WATERVILLE","ME","4901","(207) 873-6231","44.5381868","-69.6420102"
"248","UNCOMMON MARKET","1 SCHOOL STREET","","MONTPELIER","VT","5602","(802) 223-7051","44.2616402","-72.5754471"
"249","Union Hall General Store","28 Deveau Rd","","North Salem","NY","10560","","41.334188","-73.5858502"
"250","Valley Natural Foods","13750 Country Road 11","","Burnsville","MN","55337","(952) 891-1212","44.7553994","-93.2639116"
"251","Vidalia's Market","9 W St","","Beverly","MA","1915","978-998-4814","42.5616958","-70.8172341"
"252",""Volante Farms"," Inc"","292 Forest Street  ","","Needham","MA","2492","(781) 444-2351","42.2925907","-71.2508318"
"253","WATER FRESH FARM","AMERICAN HYDROPONICS INC","","HOPKINTON","MA","1748","(508) 435-3400","42.2287065","-71.5225638"
"254","WAYSIDE COUNTRY STORE","3307 VT. RT 313W","","ARLINGTON","VT","05250-8928","(802) 375-2792","43.0747858","-73.1539734"
"255","Wedge Community Co-Op","2105 Lyndale Avenue South","","Minneapolis","MN","55405","612-874-7275","44.9685475","-93.3080409"
"256","WESTFIELD GENERAL STORE","17 NORTH HILL RD","","WESTFIELD","VT","5874","(802) 744-2223","44.88944","-72.42889"
"257","Whole Earth Center","360 Nassau Street","","Princeton","NJ","8540","(609) 924-7429","40.3543356","-74.6447867"
"258","Whole Foods Market (NA): Andover","40 Railroad St","","Andover","MA","1810","978-749-6664","42.660969","-71.145048"
"259","Whole Foods Market (NA): Bedford","170 Great RD","","Bedford","MA","1730","781-275-8264","42.4910708","-71.2736812"
"260","Whole Foods Market (NA): Bellingham","255 Hartford Ave","","Bellingham","MA","2019","508-966-3331","42.110922","-71.4620584"
"261","Whole Foods Market (NA): Bishop's Corner","340 North Main Street","","Glastonbury","CT","6033","860-523-7174","41.6477245","-72.605334"
"262","Whole Foods Market (NA): Brighton","15 Washington St","","Brighton","MA","2135","617-738-8187","42.3425738","-71.1407574"
"263","Whole Foods Market (NA): Charles River Plaza","181 Charles River Plaza","","Boston","MA","2138","617-723-0004","42.3803274","-71.1389101"
"264","Whole Foods Market (NA): Cranston","151 Sockanossett Cross Road","","Cranston","RI","2920","401-942-7600","41.7559877","-71.4575887"
"265","Whole Foods Market (NA): Dedham","300 Legacy Place","","Dedham","MA","2026","781-329-7100","42.2330347","-71.1779592"
"266","Whole Foods Market (NA): Framingham","575 Worcester Rd","","Framingham","MA","1701","508-628-9525","42.2984527","-71.4211703"
"267","Whole Foods Market (NA): Fresh Pond","200 Alewife Brook Parkway","","Cambridge","MA","2138","617-491-0040","42.3903205","-71.1407885"
"268","Whole Foods Market (NA): Glastonbury","55 Welles ST","","Glastonbury","CT","6033","860-652-9800","41.7139692","-72.6063416"
"269","Whole Foods Market (NA): Hadley","327 Russell St","","Hadley","MA","1035","413-586-9932","42.3553714","-72.5556792"
"270","Whole Foods Market (NA): Hingham","100 Derby Plaza","","Hingham","MA","2043","781-741-8050","42.1801618","-70.9091586"
"271","Whole Foods Market (NA): Jamaica Plain","413 Centre Street","","Jamaica Plain","MA","2130","617-553-5440","42.321363","-71.110888"
"272","Whole Foods Market (NA): Medford","2151 Mystic Valley Parkway","","Medford","MA","2155","781-395-4998","42.417358","-71.126883"
"273","Whole Foods Market (NA): Newton","916 Walnut St","","Newton","MA","2461","617-969-1141","42.3305032","-71.2069091"
"274","Whole Foods Market (NA): Newtonville","647 Washington St","","Newtonville","MA","2458","617-965-2070","42.3503838","-71.1864397"
"275","Whole Foods Market (NA): Portland","2 Somerset St","","Portland","ME","4101","207-774-7711","43.663884","-70.2587946"
"276","Whole Foods Market (NA): Prospect St","115 Prospect St","","Cambridge","MA","2139","617-492-0070","42.3679994","-71.1021997"
"277","Whole Foods Market (NA): Providence","261 Waterman St","","Providence","RI","2906","401-272-1690","41.8278036","-71.3861165"
"278","Whole Foods Market (NA): River St","340 River St","","Cambridge","MA","2139","617-876-6990","42.3618554","-71.1142684"
"279","Whole Foods Market (NA): Swampscott","331 Paradise Rd","","Swampscott","MA","1907","781-592-2200","42.479219","-70.90574"
"280","Whole Foods Market (NA): Symphony","15 Westland Ave","","Boston","MA","2115","617-375-1010","42.339904","-71.0898892"
"281","Whole Foods Market (NA): University Heights","601 North Main St","","Providence","RI","2904","401-621-5990","41.8380998","-71.4092639"
"282","Whole Foods Market (NA): Wayland","317 Boston Post Rd","","Wayland","MA","1778","508-358-7700","42.3631211","-71.3656427"
"283","Whole Foods Market (NA): Wellesley","278 Washington St","","Wellesley","MA","2181","781-235-7262","42.3122057","-71.2747393"
"284","Whole Foods Market (NA): West Hartford","50 Raymond St","","Hartford","CT","6107","860-523-8500","41.7615559","-72.7396354"
"285","Whole Foods Market (NA): Woburn","400 Cambridge Road","","Woburn","MA","1801","781-376-9600","42.460304","-71.164112"
"286","Whole Foods Market:Mid-Atlantic:Annapolis","200 Harke Place Suite 100","","Annapolis","MD","21401","(410) 573-1800","38.9784453","-76.4921829"
"287","Whole Foods Market:Mid-Atlantic:Arlington","2700 Wilson Blvd","","Arlington","VA","22314","(703) 527-6596","38.7999723","-77.0506896"
"288","Whole Foods Market:Mid-Atlantic:Bethesda","5268 River Rd","","Bethesda","MD","20816","(301) 984-4860","38.9658285","-77.10517"
"289","Whole Foods Market:Mid-Atlantic:Callowhill","2001 Pennsylvania Ave","","Philadelphia","PA","19130","(215) 557-0015","39.9614396","-75.1726488"
"290","Whole Foods Market:Mid-Atlantic:Cedar Center","13998 Cedar Rd","","University Heights","OH","44118","(216) 932-3918","41.501064","-81.536689"
"291","Whole Foods Market:Mid-Atlantic:Chagrin","27249 Chagrin Blvd.","","Woodmere","OH","44122","(216) 464-9403","41.4627977","-81.4860249"
"292","Whole Foods Market:Mid-Atlantic:Charlottesville","1797 Hydraulic Road","","Charlottesville","VA","22901","(434) 973-4900","38.0599661","-78.4904263"
"293","Whole Foods Market:Mid-Atlantic:Cincinnati","2693 Edmondson Rd","","Cincinnati","OH","45209","(513) 531-8015","39.145638","-84.447205"
"294","Whole Foods Market:Mid-Atlantic:Columbus","3670 W. Dublin-Granville Rd","","Columbus","OH","43235","(614) 760-5556","40.0949181","-83.0874974"
"295","Whole Foods Market:Mid-Atlantic:Devon","821 Lancastar Ave","","Wayne","PA","19087","(610) 688-9400","40.0403156","-75.3874154"
"296","Whole Foods Market:Mid-Atlantic:Fair Lakes","4501 Market Commons Dr","","Fairfax","VA","22033","(703) 222-2058","38.8735614","-77.3898602"
"297","Whole Foods Market:Mid-Atlantic:Foggy Bottom","2201 Eye St NW","","Washington","DC","20037","(202) 296-1660","38.9010131","-77.0321372"
"298","Whole Foods Market:Mid-Atlantic:Friendship Heights","4420 Willard Ave.","","Chevy Chase","MD","20815","(301) 657-1520","38.987451","-77.077039"
"299","Whole Foods Market:Mid-Atlantic:Georgetown","2323 Wisonsin Ave NW","","Washington","DC","20007","(202) 333-5393","38.9156487","-77.0737149"
"300","Whole Foods Market:Mid-Atlantic:Glen Mills","475 Wilmington West Chester Pike","","Glen Mills","PA","19342","(610) 358-1133","39.9111323","-75.4927278"
"301","Whole Foods Market:Mid-Atlantic:Harbor East","1001 Fleet St","","Baltimore","MD","21202","(410) 528-1640","39.28387","-76.599642"
"302","Whole Foods Market:Mid-Atlantic:Jenkintown","1575 The Fairway","","Jenkintown","PA","19046","(215) 481-0800","40.0959438","-75.1251743"
"303","Whole Foods Market:Mid-Atlantic:Kentlands","316 Kentlands Blvd","","Gaithersburg","MD","20878","(301) 258-9500","39.1232719","-77.2388319"
"304","Whole Foods Market:Mid-Atlantic:Lexington Green","161 Lexington Green Circle Ste. A2","","Lexington","KY","40503","(859) 971-8600","37.994433","-84.5245939"
"305","Whole Foods Market:Mid-Atlantic:Louisville","4944 Shelbyville Rd","","Louisville","KY","40207","(502) 899-5545","38.262469","-85.6486251"
"306","Whole Foods Market:Mid-Atlantic:Marlton","940 Route 73 North","","Marlton","NJ","8053","(856) 797-1115","39.9081013","-74.9378874"
"307","Whole Foods Market:Mid-Atlantic:Mason","5805 Deerfield Blvd.","","Mason","OH","45040","(513) 398-9358","39.3078197","-84.3203852"
"308","Whole Foods Market:Mid-Atlantic:Mount Washington","1330 Smith Ave","","Baltimore","MD","21209","(410) 532-6700","39.3686669","-76.6500591"
"309","Whole Foods Market:Mid-Atlantic:North Wales","1210 Bethlehem Pike","","North Wales","PA","19454","(215) 646-6300","40.2109404","-75.2782317"
"310","Whole Foods Market:Mid-Atlantic:Old Town","1700 Duke St","","Alexandria","VA","22314","(703) 706-0891","38.8042377","-77.05957"
"311","Whole Foods Market:Mid-Atlantic:P Street","1440 P Street NW","","Washington","DC","20005","(202) 332-4300","38.908229","-77.030539"
"312","Whole Foods Market:Mid-Atlantic:Pittsburgh","5880 Centre Ave","","Pittsburgh","PA","15206","(412) 441-7960","40.458584","-79.928478"
"313","Whole Foods Market:Mid-Atlantic:Plymouth Meeting","500 W. Germantown Pike","","Plymouth Meeting","PA","19462","(610) 832-0010","40.1153335","-75.2837336"
"314","Whole Foods Market:Mid-Atlantic:Princeton","3495 US Route 1 South","","Princeton","NJ","8540","(609) 799-2919","40.3572976","-74.6672226"
"315","Whole Foods Market:Mid-Atlantic:Reston","11660 Plaza America Dr","","Reston","VA","20191","(703) 736-0600","38.9519373","-77.349107"
"316","Whole Foods Market:Mid-Atlantic:Rockville White Flint","11355 Woodglen Drive","","Rockville","MD","20852","(301) 984-4880","39.0542102","-77.1197521"
"317","Whole Foods Market:Mid-Atlantic:Short Pump","11173 West Broad Street","","Glen Allen","VA","23060","(804) 364-4050","37.6482558","-77.5999805"
"318","Whole Foods Market:Mid-Atlantic:Silver Spring","833 Wayne Ave","","Silver Spring","MD","20910","(301) 608-9373","38.9963309","-77.0242397"
"319","Whole Foods Market:Mid-Atlantic:South Street","929 South St","","Philadelphia","PA","19147","(215) 733-9788","39.942914","-75.157785"
"320","Whole Foods Market:Mid-Atlantic:Springfield","8402 Old Keene Mill Rd","","Springfield","VA","22152","(703) 644-2500","38.779674","-77.235658"
"321","Whole Foods Market:Mid-Atlantic:Tenleytown","4530 40th St NW Tenley Circle","","Washington","DC","20016","(202) 237-5800","38.946393","-77.078589"
"322","Whole Foods Market:Mid-Atlantic:Tysons","7511 Leesburg Pike","","Falls Church","VA","22043","(703) 448-1600","38.903529","-77.204146"
"323","Whole Foods Market:Mid-Atlantic:Vienna","143 Maple Ave East","","Vienna","VA","22180","(703) 319-2000","38.902496","-77.262763"
"324","Whole Foods Market:Mid-Atlantic:West Lane","1555 W. Lane Ave.","","Upper Arlnigton","OH","43221","(614) 481-3400","40.0097883","-83.0683519"
"325","Whole Foods Market:Mid-Atlantic:Wexford","10576 Perry Hwy","","Wexford","PA","15090","(724) 940-6100","40.6108481","-80.0537421"
"326","Whole Foods Market:Mid-Atlantic:Wynnewood","339 East Lancaster Ave","","Wynnewood","PA","19096","(610) 896-3737","39.9890545","-75.2770721"
"327","Whole Foods Market:Midwest:Ann Arbor","3135 Washtenaw Ave","","Ann Arbor","MI","48104","(734) 975-4500","42.2577357","-83.7003261"
"328","Whole Foods Market:Midwest:Carmel","14598 Clay Terrace Blvd.","","Carmel","IN","46032","(317) 569-1517","39.999571","-86.1299844"
"329","Whole Foods Market:Midwest:Cranbrook","990 W. Eisenhower Parkway","","Ann Arbor","MI","48103","(734) 997-7500","42.2481839","-83.7582666"
"330","Whole Foods Market:Midwest:Deerfield","760 Waukegan Rd","","Deerfield","IL","60015","(847) 444-1900","42.166511","-87.845549"
"331","Whole Foods Market:Midwest:Downtown Evanston","1640 Chicago Ave","","Evanston","IL","60201","(847) 733-1600","42.047615","-87.6796095"
"332","Whole Foods Market:Midwest:Edina","7401 France Ave S","","Edina","MN","55435","(952) 830-3500","44.867585","-93.3274519"
"333","Whole Foods Market:Midwest:Eighty-Sixth St","1300 E. 86th St.","","Indianapolis","IN","46240","(317) 706-0900","39.9148549","-86.1370826"
"334","Whole Foods Market:Midwest:Evanston South","1111 Chicago Ave","","Evanston","IL","60202","(847) 475-9492","42.0379416","-87.6800565"
"335","Whole Foods Market:Midwest:Galleria","1601 S. Brentwood Blvd","","St Louis","MO","63144","(314) 968-7744","38.628524","-90.344914"
"336","Whole Foods Market:Midwest:Gold Coast","30 West Huron St","","Chicago","IL","60654","(312) 932-9600","41.895","-87.629182"
"337","Whole Foods Market:Midwest:Halsted & Waveland","3640 N Halsted St","","Chicago","IL","60613","(773) 472-0400","41.9484723","-87.6498712"
"338","Whole Foods Market:Midwest:Hinsdale","500 E. Ogden Ave","","Hinsdale","IL","60521","(630) 986-8500","41.8174606","-87.9181043"
"339","Whole Foods Market:Midwest:Lakeview","3300 N. Ashland Ave","","Chicago","IL","60657","(773) 244-4200","41.941136","-87.669179"
"340","Whole Foods Market:Midwest:Lincoln Park","1550 N. Kingsbury Street","","Chicago","IL","60642","(312) 587-0648","41.9096064","-87.6531734"
"341","Whole Foods Market:Midwest:Madison","3313 University Ave","","Madison","WI","53705","(608) 233-9566","43.0750826","-89.4444051"
"342","Whole Foods Market:Midwest:Milwaukee","2305 N. Prospect Ave","","Milwaukee","WI","53211","(414) 223-1500","43.0819257","-87.8802098"
"343","Whole Foods Market:Midwest:Minneapolis","3060 Excelsior Blvd","","Minneapolis","MN","55416","(612) 927-8141","44.9469039","-93.3215831"
"344","Whole Foods Market:Midwest:Minnetonka","1001 Plymouth Rd","","Minnetonka","MN","55305","(952) 797-5600","44.957939","-93.4307587"
"345","Whole Foods Market:Midwest:Naperville","2607 W 75th Street","","Naperville","IL","60565","(630) 579-7700","41.7479358","-88.1997007"
"346","Whole Foods Market:Midwest:Northbrook","840 Willow Road Suite M","","Northbrook","IL","60062","(847) 202-5353","42.1072174","-87.8005886"
"347","Whole Foods Market:Midwest:Omaha","10020 Regency Circle","","Omaha","NE","68114","(402) 393-1200","41.261833","-96.06851"
"348","Whole Foods Market:Midwest:Palatine","1331 North Rand Rd","","Palatine","IL","60074","(847) 776-8080","42.1346076","-88.0154559"
"349","Whole Foods Market:Midwest:River Forest","7245 Lake St","","River Forest","IL","60305","(708) 366-1045","41.8873068","-87.8065324"
"350","Whole Foods Market:Midwest:Rochester Hills","2918 Walton Blvd","","Rochester Hills","MI","48309","(248) 371-1400","42.6509755","-83.1756188"
"351","Whole Foods Market:Midwest:Sauganash","6020 N Cicero Ave","","Chicago","IL","60646","(773) 205-1100","41.9903259","-87.7483382"
"352","Whole Foods Market:Midwest:Schaumburg","750 N. Martingale Rd.","","Schaumburg","IL","60173","(847) 585-5800","42.0425007","-88.0355944"
"353","Whole Foods Market:Midwest:South Loop","1101 S. Canal St Suite 107","","Chicago","IL","60607","(312) 435-4600","41.868394","-87.638712"
"354","Whole Foods Market:Midwest:St Paul","30 South Fairview Ave","","St Paul","MN","55105","(651) 690-0197","44.94048","-93.176599"
"355","Whole Foods Market:Midwest:Town and Country","1160 Town and Country Crossing Drive","","Town and Country","MO","63017","(636) 527-1160","38.6122751","-90.4634532"
"356","Whole Foods Market:Midwest:Troy","2880 West Maple Rd","","Troy","MI","48084","(248) 649-9600","42.5475212","-83.1857567"
"357","Whole Foods Market:Midwest:West Bloomfield","7350 Orchard Lake Rd","","West Bloomfield","MI","48322","(248) 538-4600","42.530606","-83.362066"
"358","Whole Foods Market:Midwest:Wheaton","151 Rice Lake Square","","Wheaton","IL","60189","(630) 588-1500","41.8310359","-88.0994283"
"359","Whole Foods Market:Midwest:Willowbrook","210 63rd St","","Willowbrook","IL","60527","(630) 655-5000","41.77421","-87.9481359"
"360","Whole Foods Market:North Atlantic:Jamaica Plain","413 Centre St","","Jamaica Plain","MA","2130","(617) 553-5400","42.321363","-71.110888"
"361","Whole Foods Market:North Atlantic:Providence","261 Waterman St","","Providence","RI","2906","(401) 272-190","41.8278036","-71.3861165"
"362","Whole Foods Market:Northeast:Chelsea","250 7th Ave","","New York City","NY","10001","212.924.5969","40.7448699","-73.995116"
"363","Whole Foods Market:Northeast:Columbus Circle","10 Columbus Circle","","New York City","NY","10019","212.823.9600","40.7694455","-73.9850021"
"364",""Whole Foods Market:Northeast:Darien"," CT"","150 Ledge Road","","Darien","CT","6820","203-662-0577","41.0731812","-73.4761823"
"365","Whole Foods Market:Northeast:Edgewater","905 River Road","","Edgewater","NJ","7020","(201) 941-4000","40.8248381","-73.9739644"
"366","Whole Foods Market:Northeast:Fairfield","350 Grasmere Avenue","","Fairfield","CT","6824","(203) 319-9544","41.1570438","-73.2417652"
"367","Whole Foods Market:Northeast:Greenwich","90 E. Putnam Ave","","Greenwich","CT","6830","(203) 661-0631","41.0333168","-73.6243106"
"368","Whole Foods Market:Northeast:Jericho","429 North Broadway","","Jericho","NY","11753","(516) 932-1733","40.7888216","-73.5348975"
"369","Whole Foods Market:Northeast:Lake Grove","120 New Moriches Road","","Lake Grove","NY","11755","(631) 588-1466","40.8699326","-73.1260337"
"370","Whole Foods Market:Northeast:Manhasset","2101 Northern Blvd","","Manhasset","NY","11030","(516) 869-8900","40.797211","-73.670562"
"371","Whole Foods Market:Northeast:Middletown","471 State Route 35","","Red Bank","NJ","7701","(732) 758-1688","40.3742629","-74.0880996"
"372","Whole Foods Market:Northeast:Milford","1650 Boston Post Rd","","Milford","CT","6460","(203) 874-0883","41.2473836","-73.0254597"
"373","Whole Foods Market:Northeast:Millburn - Union","2245 Springfield Ave.","","Vauxhall","NJ","7088","(908) 688-1455","40.7178441","-74.2874904"
"374","Whole Foods Market:Northeast:Montclair","701 Bloomfield Ave","","Montclair","NJ","7042","(973) 746-5110","40.8183045","-74.2230862"
"375","Whole Foods Market:Northeast:Paramus","300 Bergen Town Center","","Paramus","NJ","7652","(201) 226-1244","40.9150934","-74.0592279"
"376","Whole Foods Market:Northeast:Ridgewood","44 Godwin Ave","","Ridgewood","NJ","7450","(201) 670-0383","40.9789162","-74.1231707"
"377","Whole Foods Market:Northeast:Rose City","222 Main St","","Madison","NJ","7940","(973) 822-8444","40.7528986","-74.4054435"
"378","Whole Foods Market:Northeast:Tribeca","270 Greenwich Street","","New York","NY","10001","212-349-6555","40.715531","-74.0114691"
"379","Whole Foods Market:Northeast:Union Square","4 Union Square South","","New York","NY","10003","212.673.5388","40.7346688","-73.9897484"
"380","Whole Foods Market:Northeast:Wainscott","368 Montauk Hwy","","Wainscott","NY","11975","(631) 527-7120","40.947783","-72.249366"
"381","Whole Foods Market:Northeast:West Orange","235 Prospect Ave","","West Orange","NJ","7052","(973) 669-3196","40.804779","-74.248416"
"382","Whole Foods Market:Northeast:Westport","399 Post Road West","","Westport","CT","6880","(203) 227-6858","41.128924","-73.37981"
"383","Whole Foods Market:Northeast:White Plains","110 Bloomingdale Rd","","White Plains","NY","10605","(914) 288-1300","41.0284526","-73.7583859"
"384","Whole Foods Market:Northeast:Yonkers","1 Ridge Hill Blvd","","Yonkers","NY","10710","(914) 378-8090","40.9669429","-73.8608272"
"385","Whole Foods Market:Pacific Northwest:Bellevue","888 116th Ave NE","","Bellevue","WA","98004","(425) 462-1400","47.618395","-122.185053"
"386","Whole Foods Market:Pacific Northwest:Bend","2610 NE Hwy 20","","Bend","OR","97701","(541) 389-0151","44.0581728","-121.3153096"
"387","Whole Foods Market:Pacific Northwest:Bridgeport","7380 SW Bridgeport Rd","","Tigard","OR","97224","(503) 639-6500","45.4081316","-122.8033845"
"388","Whole Foods Market:Pacific Northwest:Fremont","3535 NE 15th Ave.","","Portland","OR","97212","(503) 288-3414","45.5488187","-122.6511352"
"389","Whole Foods Market:Pacific Northwest:Hollywood","4301 NE Sandy Blvd","","Portland","OR","97213","(503) 284-2644","45.5367704","-122.618798"
"390","Whole Foods Market:Pacific Northwest:Interbay","2001 W 15th Ave","","Seattle","WA","98119","(206) 352-5440","47.6378111","-122.3764138"
"391","Whole Foods Market:Pacific Northwest:Laurelhurst","2825 East Burnside St.","","Portland","OR","97214","(503) 232-6601","45.523262","-122.636416"
"392","Whole Foods Market:Pacific Northwest:Lynnewood","2800 SW 196th St Suite 100","","Lynnwood","WA","98036","(425) 775-1320","47.8200739","-122.2722082"
"393","Whole Foods Market:Pacific Northwest:Mill Plain","815 Southeast 160th Avenue","","Vancouver","WA","98683","(360) 253-4082","45.6155295","-122.5075453"
"394","Whole Foods Market:Pacific Northwest:Pearl","1210 NW Couch St","","Portland","OR","97209","(503) 525-4343","45.5235991","-122.6832623"
"395","Whole Foods Market:Pacific Northwest:Redmond","17991 Redmond Way","","Redmond","WA","98052","(425) 881-2600","47.6661321","-122.1008292"
"396","Whole Foods Market:Pacific Northwest:Roosevelt Square","1026 NE 64th Street","","Seattle","WA","98115","(206) 985-1500","47.6751243","-122.3160942"
"397","Whole Foods Market:Pacific Northwest:Tanasbourne","19440 NW Cornell Rd","","Hillsboro","OR","97124","(503) 645-9200","45.5339019","-122.8769816"
"398","Whole Foods Market:Pacific Northwest:Westlake","2210 Westlake Ave","","Seattle","WA","98121","(206) 621-9700","47.618388","-122.3380682"
"399","Whole Foods Market:Rocky Mountain:91st and Metcalf","7401 West 91st St","","Overland Park","KS","66212","(913) 652-9633","38.963405","-94.671096"
"400","Whole Foods Market:Rocky Mountain:Academy","5815 Wyoming Blvd NE","","Albuquerque","NM","87109","(505) 856-0474","35.1464796","-106.5558882"
"401","Whole Foods Market:Rocky Mountain:Baseline","2584 Baseline Rd.","","Boulder","CO","80305","(303) 499-7636","40.0002969","-105.2606552"
"402","Whole Foods Market:Rocky Mountain:Belmar","444 S. Wadsworth Blvd","","Lakewood","CO","80226","(303) 935-5000","39.7091737","-105.0811992"
"403","Whole Foods Market:Rocky Mountain:Capitol Hill","900 E 11th Ave.","","Denver","CO","80218","(303) 832-7701","39.7333039","-104.975853"
"404","Whole Foods Market:Rocky Mountain:Cerrillos","753 Cerrillos Rd","","Santa Fe","NM","87505","(505) 992-1700","35.6791583","-105.9502455"
"405","Whole Foods Market:Rocky Mountain:Cherry Creek","2375 E. 1st Ave","","Denver","CO","80206","(720) 941-4100","39.718799","-104.956783"
"406","Whole Foods Market:Rocky Mountain:Colfax","14357 W. Colfax Ave.","","Golden","CO","80401","(303) 277-1339","39.735343","-105.161862"
"407","Whole Foods Market:Rocky Mountain:Colorado Blvd","870 S. Colorado Blvd.","","Glendale","CO","80246","(303) 691-0101","39.700482","-104.9405707"
"408","Whole Foods Market:Rocky Mountain:Cottonwood Heights","6930 S. Highland Drive","","Cottonwood Heights","UT","84121","(801) 733-9455","40.6256231","-111.8341183"
"409","Whole Foods Market:Rocky Mountain:First and Main","3180 New Center Point","","Colorado Springs","CO","80922","(719) 622-1099","38.8787638","-104.7175524"
"410","Whole Foods Market:Rocky Mountain:Fort Collins","2201 S. College Ave","","Fort Collins","CO","80525","(970) 267-9200","40.559094","-105.07757"
"411","Whole Foods Market:Rocky Mountain:Highlands Ranch","9366 S. Colorado Blvd. Ste B","","Highlands Ranch","CO","80126","(303) 470-6003","39.5511448","-104.9505671"
"412","Whole Foods Market:Rocky Mountain:Ideal Market","1275 Alpine Ave.","","Boulder","CO","80304","(303) 443-1354","40.0454736","-105.2838511"
"413","Whole Foods Market:Rocky Mountain:Indian School Plaza","2103 Carlisle Blvd. NE","","Albuquerque","NM","87110","(505) 260-1366","35.1029518","-106.604982"
"414","Whole Foods Market:Rocky Mountain:Overland Park (119th St)","6621 W. 119th St.","","Overland Park","KS","66209","(913) 663-2951","38.912836","-94.6614404"
"415","Whole Foods Market:Rocky Mountain:Park City","1748 West Redstone Center Drive","","Park City","UT","84098","(435) 575-0200","40.743503","-111.5468301"
"416","Whole Foods Market:Rocky Mountain:Pearl","2905 Pearl St","","Boulder","CO","80301","(303) 545-6611","40.0237217","-105.2562012"
"417","Whole Foods Market:Rocky Mountain:Pikes Peak","7635 North Academy Blvd","","Colorado Springs","CO","80920","(719) 531-9999","38.9419105","-104.7994382"
"418","Whole Foods Market:Rocky Mountain:SouthGlenn","6853 South York Street Suite 119","","Centennial","CO","80122","(303) 996-3660","39.5756558","-104.9564084"
"419","Whole Foods Market:Rocky Mountain:St Francis","1090 S. Saint Francis Dr.","","Santa Fe","NM","87505","(505) 983-5333","35.6744771","-105.953806"
"420","Whole Foods Market:Rocky Mountain:Sugarhouse","1131 E. Wilmington Ave.","","Salt Lake City","UT","84106","(801) 359-7913","40.7233264","-111.8587856"
"421","Whole Foods Market:Rocky Mountain:Superior","303 Marshall Rd.","","Superior","CO","80027","(720) 274-1415","39.9588527","-105.1719095"
"422","Whole Foods Market:Rocky Mountain:Tamarac","7400 E. Hampden Ave Unit D","","Denver","CO","80231","(303) 488-2000","39.6529188","-104.9012262"
"423","Whole Foods Market:Rocky Mountain:Trolley Square","544 South 700 East","","Salt Lake City","UT","84102","(801) 924-9060","40.76049","-111.8658015"
"424","Whole Foods Market:Rocky Mountain:Washington Park","1111 S. Washington St.","","Denver","CO","80210","(303) 733-6201","39.6960058","-104.9798691"
"425","Whole Foods Market:Rocky Mountain:Westminster","9229 N. Sheridan Blvd.","","Westminster","CO","80031","(303) 650-2333","39.865135","-105.054658"
"426","Willowrest","1 Holly Street","","Gloucester","ma","1930","978-283-2417","42.6423801","-70.6701378"
"427","Wilson Farm","10 Pleasant Street","","Lexington","MA","2421","(781) 862-3900","42.4286907","-71.2280234"
"428","Windfall Market","77 Scranton Avenue  ","","Falmouth","MA ","2540","(508) 548-0099","41.551812","-70.603906"
"429","Wine Library","586 Morris Avenue","","Springfield","NJ","7081","973-376-0005","40.7016937","-74.3222146"
"430","Wollaston's Market","369 Huntington Avenue","","Boston","MA","2115","(617) 247-0011","42.3400282","-71.0900694"
"431","WOODSTOCK FARMERS MARKET","979 WEST WOODSTOCK RD.","","WOODSTOCK","VT","5091","(802) 457-3658","43.6242442","-72.5185112"
